Username;Comment;Target
;N_Target KALO SUKA BIKIN HOAX ADU DOMBA GANTI NAMA AKUNMU JANGAN PAKAI NAMA ISLAM;['muslimalqassam']
;N_Target Lah saya tanya berita itu HOAX APA BENER SIH MENURUTMU BAHWA PK JKW NGK SOPAN Dan saya katakan sistem pemerintahan sekarang;['muslimalqassam']
;N_Target lalu knpa bikin berita palsu menggiring opini orang agar lebih benci kepemerintah INI BERITA BASI YG SUDAH DIKLARIFIKASI TPI SKRANG DI POST LAGI;['muslimalqassam']
;Bubarin aja Ga mendidik;['None']
;Bukan Yudi itu judul lagunya Bang Haji Roma Irama N_Target;['bukanfotoglapel']
;Bukannya medan ke asmat berat wi jokowi;['None']
;Bukannya yang t itu ada hub dg PS Coba deh cek detailnya;['None']
;Busuk Masya Allah;['None']
;cacat banget di indo mah minta maaf kesalahan apa juga dimaafin kali yah giliran warga kita diperlakukan gak enak di deportase lah dilecehin agama nya lah dllnya giliran cina masuk kesini rombongan udh gitu pd blagu idup bebas berpendapat menca;['None']
;Cebong lagi ngomong mana ada yg percaya cebong;['None']
;Cebong lg sok sokan krna dlindungi pemerintahan yg bobrok psti nysel ni cebong krna g dlindungi oleh Allah SWT;['None']
;Cebong cebong;['None']
;cebongg tiba membela agamanya selama ini kemana ajah loe bongg mau dapet dukungan dari umat islam yah menjelang pemiluu;['None']
;Dasar Negara sdh tdk ada;['None']
;Jgn pernah meninggalkan ulama kiai ustad sendirian mulai sekarang harus selalu dikawal;['None']
;Sampe gak keliatan saking ramainyaajutaan cacing kali mksudnya min;['None']
;ISLAMJIHADPOLITIK;['None']
;Aamiin Yaa Robbal alamin;['None']
;Allohuakbar semoga menang tenggelamkan rezim munafik;['None']
;Allohuakbarr Gerindra Pan Pks Pbb;['None']
;Allahu Akbar;['None']
;N_Target betul;['ratu9757']
;Inilah yg ditakutkan orang munafik;['None']
;Naha nya jarempe ari islam diserang mah Helowww;['None']
;Assalamualaikum Sahabat dakwah Sudah punya topinya belum Cek di IG kami yah Ada topi tauhid banyak pilihan;['None']
;Assalamualaikum Sahabat dakwah Sudah punya topinya belum Cek di IG kami yah Ada topi tauhid banyak pilihan;['None']
;Ikhwan mo tanya gedung Joang dmn ya;['None']
;N_Target Jalan Menteng Raya No RT RW Kebon Sirih Menteng RT RW Kb Sirih Menteng Kota Jakarta Pusat;['dedijunaidi212']
;Syukron;['None']
;N_Target afwan ya akhi;['dedijunaidi212']
;Aamiin Yaa Rahman Yaa Rahiim;['None']
;Siaaap GERAK;['None']
;Bkan polisi yg bilang gila tapi saksi ahli;['None']
;Britamu Gak bermutu;['None']
